ano;regiao;estado;cod_municipio;municipio;cod_mesoregiao;cod_microregiao;cod_regiao_imadiata;cod_regiao_intermediaria;Semiárido;valor_bruto_agropecuaria;valor_bruto_industria;valor_bruto_servico;valor_bruto_administracao;valor_bruto_total;impostos;pib_preco_corrente;populacao;pib_per_capita
2016;Nordeste;Paraíba;2500106;Água Branca;2501;25007;250009;2503;Sim;4.429 ;2.721 ;18.732 ;46.057 ;71.939 ;3.182 ;75.121 ;10.172 ;7385,05
2016;Nordeste;Paraíba;2500205;Aguiar;2501;25005;250010;2503;Sim;4.931 ;2.181 ;10.268 ;25.408 ;42.788 ;1.560 ;44.348 ;5.567 ;7966,25
2016;Nordeste;Paraíba;2500304;Alagoa Grande;2503;25015;250005;2502;Sim;16.118 ;11.376 ;75.378 ;123.103 ;225.975 ;13.682 ;239.657 ;28.604 ;8378,43
2016;Nordeste;Paraíba;2500403;Alagoa Nova;2503;25015;250005;2502;Sim;80.031 ;24.667 ;46.472 ;89.564 ;240.734 ;10.124 ;250.857 ;20.596 ;12179,9
2016;Nordeste;Paraíba;2500502;Alagoinha;2503;25016;250002;2501;Sim;8.558 ;3.191 ;22.820 ;61.290 ;95.859 ;3.706 ;99.564 ;14.376 ;6925,74
2016;Nordeste;Paraíba;2500536;Alcantil;2502;25011;250005;2502;Sim;3.994 ;1.383 ;6.694 ;25.987 ;38.057 ;900 ;38.957 ;5.475 ;7115,44
2016;Nordeste;Paraíba;2500577;Algodão de Jandaíra;2503;25012;250005;2502;Sim;1.417 ;675 ;4.344 ;16.145 ;22.580 ;574 ;23.154 ;2.488 ;9306,27
2016;Nordeste;Paraíba;2500601;Alhandra;2504;25023;250001;2501;Não;27.741 ;91.387 ;484.574 ;100.635 ;704.336 ;159.665 ;864.001 ;19.412 ;44508,6
2016;Nordeste;Paraíba;2500700;São João do Rio do Peixe;2501;25002;250015;2504;Sim;9.396 ;6.401 ;59.294 ;78.767 ;153.858 ;14.335 ;168.193 ;17.934 ;9378,44
2016;Nordeste;Paraíba;2500734;Amparo;2502;25010;250008;2502;Sim;1.276 ;1.169 ;4.315 ;14.575 ;21.335 ;643 ;21.979 ;2.229 ;9860,38
2016;Nordeste;Paraíba;2500775;Aparecida;2501;25003;250014;2504;Sim;6.958 ;3.557 ;21.268 ;36.294 ;68.078 ;4.445 ;72.523 ;8.348 ;8687,49
2016;Nordeste;Paraíba;2500809;Araçagi;2503;25016;250002;2501;Sim;25.804 ;5.225 ;31.300 ;74.171 ;136.500 ;5.232 ;141.732 ;17.061 ;8307,35
2016;Nordeste;Paraíba;2500908;Arara;2503;25012;250002;2501;Sim;4.278 ;2.195 ;22.782 ;56.849 ;86.104 ;4.110 ;90.214 ;13.448 ;6708,35
2016;Nordeste;Paraíba;2501005;Araruna;2503;25013;250002;2501;Sim;10.350 ;5.936 ;42.079 ;90.217 ;148.582 ;6.310 ;154.892 ;20.237 ;7653,89
2016;Nordeste;Paraíba;2501104;Areia;2503;25015;250005;2502;Sim;23.120 ;15.306 ;61.523 ;93.526 ;193.475 ;14.275 ;207.750 ;22.940 ;9056,24
2016;Nordeste;Paraíba;2501153;Areia de Baraúnas;2501;25004;250009;2503;Sim;658 ;526 ;2.733 ;12.855 ;16.771 ;343 ;17.114 ;2.137 ;8008,34
2016;Nordeste;Paraíba;2501203;Areial;2503;25014;250005;2502;Sim;1.622 ;1.464 ;12.003 ;33.955 ;49.044 ;2.049 ;51.093 ;6.938 ;7364,21
2016;Nordeste;Paraíba;2501302;Aroeiras;2503;25019;250005;2502;Sim;8.231 ;3.793 ;34.024 ;85.774 ;131.822 ;5.303 ;137.125 ;19.178 ;7150,1
2016;Nordeste;Paraíba;2501351;Assunção;2502;25010;250005;2502;Sim;1.912 ;2.727 ;8.631 ;20.015 ;33.286 ;1.688 ;34.973 ;3.876 ;9023,06
2016;Nordeste;Paraíba;2501401;Baía da Traição;2504;25020;250003;2501;Não;14.355 ;2.162 ;18.541 ;39.789 ;74.848 ;2.558 ;77.405 ;8.951 ;8647,69
2016;Nordeste;Paraíba;2501500;Bananeiras;2503;25015;250002;2501;Sim;58.806 ;10.370 ;55.043 ;96.499 ;220.719 ;7.867 ;228.586 ;21.195 ;10784,91
2016;Nordeste;Paraíba;2501534;Baraúna;2502;25009;250006;2502;Sim;1.061 ;909 ;9.656 ;23.767 ;35.393 ;1.736 ;37.129 ;4.843 ;7666,51
2016;Nordeste;Paraíba;2501575;Barra de Santana;2502;25011;250005;2502;Sim;6.912 ;2.045 ;10.420 ;38.909 ;58.286 ;1.669 ;59.954 ;8.245 ;7271,61
2016;Nordeste;Paraíba;2501609;Barra de Santa Rosa;2503;25012;250006;2502;Sim;9.127 ;3.283 ;28.958 ;67.335 ;108.703 ;5.364 ;114.067 ;15.286 ;7462,16
2016;Nordeste;Paraíba;2501708;Barra de São Miguel;2502;25011;250005;2502;Sim;6.657 ;1.414 ;7.473 ;27.857 ;43.401 ;1.327 ;44.728 ;5.943 ;7526,2
2016;Nordeste;Paraíba;2501807;Bayeux;2504;25022;250001;2501;Não;7.711 ;121.762 ;554.025 ;412.075 ;1.095.574 ;130.835 ;1.226.409 ;96.583 ;12697,98
2016;Nordeste;Paraíba;2501906;Belém;2503;25016;250002;2501;Sim;5.824 ;13.778 ;47.444 ;73.102 ;140.148 ;14.105 ;154.253 ;17.640 ;8744,48
2016;Nordeste;Paraíba;2502003;Belém do Brejo do Cruz;2501;25001;250011;2503;Sim;4.651 ;2.395 ;14.659 ;34.957 ;56.661 ;2.585 ;59.246 ;7.334 ;8078,31
2016;Nordeste;Paraíba;2502052;Bernardino Batista;2501;25002;250014;2504;Sim;1.127 ;823 ;6.100 ;20.124 ;28.175 ;982 ;29.156 ;3.398 ;8580,47
2016;Nordeste;Paraíba;2502102;Boa Ventura;2501;25006;250010;2503;Sim;2.494 ;1.094 ;8.816 ;25.102 ;37.507 ;1.377 ;38.884 ;5.410 ;7187,37
2016;Nordeste;Paraíba;2502151;Boa Vista;2503;25017;250005;2502;Sim;8.465 ;51.292 ;20.966 ;34.169 ;114.892 ;11.186 ;126.078 ;6.986 ;18047,24
2016;Nordeste;Paraíba;2502201;Bom Jesus;2501;25002;250015;2504;Sim;1.583 ;1.080 ;6.326 ;15.384 ;24.373 ;966 ;25.340 ;2.550 ;9937,12
2016;Nordeste;Paraíba;2502300;Bom Sucesso;2501;25001;250011;2503;Sim;2.515 ;1.143 ;8.797 ;24.032 ;36.487 ;1.373 ;37.860 ;4.989 ;7588,64
2016;Nordeste;Paraíba;2502409;Bonito de Santa Fé;2501;25002;250015;2504;Sim;4.870 ;4.246 ;22.107 ;50.176 ;81.399 ;3.135 ;84.534 ;11.814 ;7155,41
2016;Nordeste;Paraíba;2502508;Boqueirão;2502;25011;250005;2502;Sim;16.898 ;11.379 ;51.613 ;78.126 ;158.016 ;13.194 ;171.210 ;17.757 ;9641,82
2016;Nordeste;Paraíba;2502607;Igaracy;2501;25005;250010;2503;Sim;4.751 ;2.024 ;11.304 ;30.709 ;48.788 ;1.680 ;50.468 ;6.182 ;8163,64
2016;Nordeste;Paraíba;2502706;Borborema;2503;25015;250002;2501;Sim;21.414 ;1.924 ;9.215 ;26.747 ;59.301 ;1.084 ;60.385 ;5.399 ;11184,42
2016;Nordeste;Paraíba;2502805;Brejo do Cruz;2501;25001;250011;2503;Sim;4.193 ;6.373 ;35.625 ;60.415 ;106.606 ;6.233 ;112.840 ;14.006 ;8056,52
2016;Nordeste;Paraíba;2502904;Brejo dos Santos;2501;25001;250011;2503;Sim;1.581 ;1.492 ;14.681 ;27.761 ;45.515 ;2.358 ;47.873 ;6.435 ;7439,41
2016;Nordeste;Paraíba;2503001;Caaporã;2504;25023;250001;2501;Não;21.889 ;75.077 ;66.106 ;107.080 ;270.152 ;36.263 ;306.416 ;21.717 ;14109,49
2016;Nordeste;Paraíba;2503100;Cabaceiras;2502;25011;250005;2502;Sim;6.567 ;2.211 ;10.192 ;25.210 ;44.180 ;2.478 ;46.658 ;5.511 ;8466,38
2016;Nordeste;Paraíba;2503209;Cabedelo;2504;25022;250001;2501;Não;7.127 ;426.650 ;1.283.697 ;373.485 ;2.090.959 ;397.320 ;2.488.279 ;66.858 ;37217,38
2016;Nordeste;Paraíba;2503308;Cachoeira dos Índios;2501;25002;250015;2504;Sim;4.998 ;3.247 ;41.599 ;40.894 ;90.737 ;10.347 ;101.084 ;10.191 ;9918,9
2016;Nordeste;Paraíba;2503407;Cacimba de Areia;2501;25004;250009;2503;Sim;3.193 ;1.030 ;5.842 ;18.328 ;28.393 ;836 ;29.229 ;3.731 ;7834,22
2016;Nordeste;Paraíba;2503506;Cacimba de Dentro;2503;25013;250002;2501;Sim;4.304 ;4.383 ;29.084 ;72.689 ;110.458 ;5.143 ;115.601 ;17.153 ;6739,42
2016;Nordeste;Paraíba;2503555;Cacimbas;2501;25007;250009;2503;Sim;1.993 ;2.000 ;10.479 ;33.397 ;47.869 ;1.510 ;49.379 ;7.148 ;6908,1
2016;Nordeste;Paraíba;2503605;Caiçara;2503;25016;250002;2501;Sim;3.902 ;2.191 ;15.925 ;33.154 ;55.172 ;2.265 ;57.437 ;7.288 ;7881,01
2016;Nordeste;Paraíba;2503704;Cajazeiras;2501;25002;250015;2504;Sim;15.574 ;70.466 ;560.269 ;255.527 ;901.836 ;145.097 ;1.046.932 ;61.816 ;16936,26
2016;Nordeste;Paraíba;2503753;Cajazeirinhas;2501;25003;250012;2503;Sim;2.743 ;937 ;4.642 ;18.477 ;26.799 ;703 ;27.502 ;3.181 ;8645,73
2016;Nordeste;Paraíba;2503803;Caldas Brandão;2503;25018;250001;2501;Sim;7.855 ;4.232 ;19.305 ;28.131 ;59.523 ;4.040 ;63.563 ;5.986 ;10618,53
2016;Nordeste;Paraíba;2503902;Camalaú;2502;25010;250007;2502;Sim;8.379 ;2.120 ;15.139 ;28.656 ;54.294 ;2.987 ;57.281 ;5.996 ;9553,15
2016;Nordeste;Paraíba;2504009;Campina Grande;2503;25017;250005;2502;Sim;20.826 ;1.692.214 ;3.894.430 ;1.725.524 ;7.332.994 ;1.040.117 ;8.373.111 ;407.754 ;20534,71
2016;Nordeste;Paraíba;2504033;Capim;2504;25020;250003;2501;Não;7.223 ;1.763 ;13.318 ;29.836 ;52.140 ;3.000 ;55.140 ;6.441 ;8560,72
2016;Nordeste;Paraíba;2504074;Caraúbas;2502;25011;250005;2502;Sim;3.195 ;898 ;6.064 ;19.878 ;30.035 ;976 ;31.011 ;4.143 ;7485,25
2016;Nordeste;Paraíba;2504108;Carrapateira;2501;25002;250015;2504;Sim;1.137 ;653 ;4.646 ;16.472 ;22.908 ;531 ;23.439 ;2.635 ;8895,22
2016;Nordeste;Paraíba;2504157;Casserengue;2503;25013;250002;2501;Sim;3.351 ;3.053 ;10.696 ;36.005 ;53.104 ;1.660 ;54.764 ;7.436 ;7364,7
2016;Nordeste;Paraíba;2504207;Catingueira;2501;25005;250009;2503;Sim;2.893 ;5.225 ;8.089 ;22.048 ;38.255 ;1.295 ;39.550 ;4.927 ;8027,18
2016;Nordeste;Paraíba;2504306;Catolé do Rocha;2501;25001;250011;2503;Sim;7.255 ;27.083 ;172.369 ;122.879 ;329.586 ;33.579 ;363.165 ;30.360 ;11961,95
2016;Nordeste;Paraíba;2504355;Caturité;2502;25011;250005;2502;Sim;6.708 ;6.899 ;9.669 ;25.027 ;48.303 ;3.022 ;51.325 ;4.810 ;10670,49
2016;Nordeste;Paraíba;2504405;Conceição;2501;25006;250010;2503;Sim;9.211 ;7.492 ;47.374 ;81.644 ;145.721 ;8.240 ;153.962 ;18.903 ;8144,83
2016;Nordeste;Paraíba;2504504;Condado;2501;25003;250012;2503;Sim;4.213 ;2.140 ;15.264 ;30.822 ;52.439 ;2.888 ;55.327 ;6.743 ;8205,16
2016;Nordeste;Paraíba;2504603;Conde;2504;25022;250001;2501;Não;26.659 ;136.011 ;225.066 ;114.617 ;502.352 ;90.211 ;592.563 ;24.380 ;24305,29
2016;Nordeste;Paraíba;2504702;Congo;2502;25010;250008;2502;Sim;6.185 ;1.644 ;14.751 ;22.752 ;45.334 ;3.138 ;48.472 ;4.785 ;10129,89
2016;Nordeste;Paraíba;2504801;Coremas;2501;25005;250009;2503;Sim;24.313 ;5.036 ;42.523 ;63.081 ;134.953 ;7.316 ;142.269 ;15.418 ;9227,46
2016;Nordeste;Paraíba;2504850;Coxixola;2502;25010;250008;2502;Sim;1.457 ;875 ;3.737 ;11.623 ;17.692 ;631 ;18.323 ;1.909 ;9598,32
2016;Nordeste;Paraíba;2504900;Cruz do Espírito Santo;2504;25021;250001;2501;Não;22.519 ;9.583 ;25.503 ;70.579 ;128.183 ;8.130 ;136.313 ;17.389 ;7839,03
2016;Nordeste;Paraíba;2505006;Cubati;2502;25009;250005;2502;Sim;5.858 ;2.651 ;13.114 ;32.716 ;54.339 ;2.430 ;56.769 ;7.234 ;7847,54
2016;Nordeste;Paraíba;2505105;Cuité;2503;25012;250006;2502;Sim;11.626 ;6.298 ;60.597 ;89.214 ;167.736 ;10.929 ;178.664 ;20.337 ;8785,18
2016;Nordeste;Paraíba;2505204;Cuitegi;2503;25016;250002;2501;Sim;3.686 ;2.688 ;12.041 ;31.868 ;50.282 ;1.961 ;52.243 ;6.815 ;7665,88
2016;Nordeste;Paraíba;2505238;Cuité de Mamanguape;2504;25020;250001;2501;Não;9.282 ;1.611 ;10.478 ;29.687 ;51.058 ;1.489 ;52.546 ;6.349 ;8276,28
2016;Nordeste;Paraíba;2505279;Curral de Cima;2504;25020;250003;2501;Não;7.207 ;1.196 ;6.829 ;24.468 ;39.700 ;1.026 ;40.726 ;5.238 ;7775,05
2016;Nordeste;Paraíba;2505303;Curral Velho;2501;25006;250010;2503;Sim;2.301 ;572 ;3.824 ;14.305 ;21.001 ;533 ;21.535 ;2.520 ;8545,52
2016;Nordeste;Paraíba;2505352;Damião;2503;25012;250006;2502;Sim;1.555 ;944 ;8.224 ;26.994 ;37.718 ;1.282 ;39.000 ;5.296 ;7363,97
2016;Nordeste;Paraíba;2505402;Desterro;2501;25007;250009;2503;Sim;2.655 ;1.899 ;18.066 ;34.156 ;56.776 ;3.388 ;60.164 ;8.280 ;7266,16
2016;Nordeste;Paraíba;2505501;Vista Serrana;2501;25003;250009;2503;Sim;621 ;1.164 ;7.694 ;18.850 ;28.330 ;1.436 ;29.766 ;3.777 ;7880,84
2016;Nordeste;Paraíba;2505600;Diamante;2501;25006;250010;2503;Sim;3.260 ;1.421 ;12.130 ;30.674 ;47.485 ;1.925 ;49.410 ;6.570 ;7520,57
2016;Nordeste;Paraíba;2505709;Dona Inês;2503;25013;250002;2501;Sim;6.466 ;2.098 ;16.964 ;49.229 ;74.757 ;2.762 ;77.519 ;10.419 ;7440,16
2016;Nordeste;Paraíba;2505808;Duas Estradas;2503;25016;250002;2501;Sim;3.972 ;1.992 ;8.633 ;19.929 ;34.526 ;1.785 ;36.311 ;3.606 ;10069,73
2016;Nordeste;Paraíba;2505907;Emas;2501;25005;250009;2503;Sim;3.209 ;978 ;5.805 ;18.362 ;28.354 ;789 ;29.143 ;3.507 ;8310,08
2016;Nordeste;Paraíba;2506004;Esperança;2503;25014;250005;2502;Sim;11.523 ;21.848 ;169.834 ;145.484 ;348.688 ;54.579 ;403.268 ;33.031 ;12208,76
2016;Nordeste;Paraíba;2506103;Fagundes;2503;25017;250005;2502;Sim;8.987 ;3.087 ;19.721 ;52.619 ;84.414 ;3.468 ;87.882 ;11.345 ;7746,3
2016;Nordeste;Paraíba;2506202;Frei Martinho;2502;25009;250006;2502;Sim;1.013 ;912 ;6.036 ;16.577 ;24.538 ;1.026 ;25.563 ;2.988 ;8555,3
